variables,type,units,values,description
rotorse.airfoils_Re,input,,[ 3000000.  5280000.  6000000.  9000000. 12000000.],Reynolds numbers of polars
rotorse.precone,input,deg,[2.],precone angle
rotorse.tilt,input,deg,[4.],shaft tilt
rotorse.yaw,input,deg,[0.],yaw error
rotorse.rho_air,input,kg/m**3,[1.225],density of air
rotorse.mu_air,input,kg/m/s,[1.81e-05],dynamic viscosity of air
rotorse.shearExp,input,,[0.2],shear exponent
rotorse.nBlades,input,n/a,3,number of blades
rotorse.nSector,output,n/a,4,number of sectors to divide rotor face into in computing thrust and power
rotorse.tiploss,output,n/a,True,include Prandtl tip loss model
rotorse.hubloss,output,n/a,True,include Prandtl hub loss model
rotorse.wakerotation,output,n/a,True,"include effect of wake rotation (i.e., tangential induction factor is nonzero)"
rotorse.usecd,output,n/a,True,use drag coefficient in computing induction factors
rotorse.re.precomp.uptilt,input,deg,[4.],Nacelle uptilt angle. A standard machine has positive values.
rotorse.re.precomp.layer_web,input,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 2. 2. 2.],"1D array of the web id the layer is associated to. If the layer is on the outer profile, this entry can simply stay equal to 0."
rotorse.re.precomp.fiber_orientation,input,deg,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the orientation of the layers of the blade structure. The first dimension represents each layer, the second dimension represents each entry along blade span."
rotorse.re.precomp.E,input,Pa,"[[3.44000e+09 3.44000e+09 3.44000e+09]
 [4.56000e+06 4.56000e+06 4.56000e+06]
 [4.37000e+10 1.65000e+10 1.54500e+10]
 [1.57599e+11 9.10000e+09 9.10000e+09]
 [1.10231e+10 1.10231e+10 1.60477e+10]
 [2.82114e+10 1.62388e+10 1.58355e+10]
 [1.42500e+08 1.42500e+08 1.42500e+08]
 [1.00000e+06 1.00000e+06 1.00000e+06]
 [2.00000e+11 2.00000e+11 2.00000e+11]
 [2.10000e+11 2.10000e+11 2.10000e+11]]","2D array of the Youngs moduli of the materials. Each row represents a material, the three columns represent E11, E22 and E33."
rotorse.re.precomp.G,input,Pa,"[[1.32300e+09 1.32300e+09 1.32300e+09]
 [1.45000e+06 1.45000e+06 1.45000e+06]
 [3.26500e+09 3.49500e+09 3.48000e+09]
 [4.13100e+09 4.13100e+09 2.68900e+09]
 [1.32314e+10 3.48748e+09 3.48748e+09]
 [8.24822e+09 3.49124e+09 3.49124e+09]
 [5.40000e+10 5.40000e+10 5.40000e+10]
 [3.12500e+05 3.12500e+05 3.12500e+05]
 [7.93000e+10 7.93000e+10 7.93000e+10]
 [8.39000e+10 8.39000e+10 8.39000e+10]]","2D array of the shear moduli of the materials. Each row represents a material, the three columns represent G12, G13 and G23."
rotorse.re.precomp.nu,input,,"[[0.3      0.3      0.3     ]
 [0.3      0.3      0.3     ]
 [0.262    0.264    0.35    ]
 [0.3133   0.3133   0.47066 ]
 [0.688074 0.117173 0.117173]
 [0.497511 0.18091  0.27481 ]
 [0.3194   0.3194   0.3194  ]
 [0.3      0.3      0.3     ]
 [0.3      0.3      0.3     ]
 [0.283    0.283    0.283   ]]","2D array of the Poisson ratio of the materials. Each row represents a material, the three columns represent nu12, nu13 and nu23."
rotorse.re.precomp.rho,input,kg/m**3,[1235. 1100. 1940. 1600. 1940. 1940.  130. 1150. 7800. 7800.],"1D array of the density of the materials. For composites, this is the density of the laminate."
rotorse.re.precomp.joint_position,input,,[0.7],Spanwise position of the segmentation joint.
rotorse.re.precomp.n_blades,input,n/a,3,Number of blades of the rotor.
rotorse.re.precomp.definition_layer,input,n/a,"[ 9.  9.  2.  2.  2.  2.  5.  7.  8.  6.  6.  6.  6.  9. 10. 10. 10. 10.
 10. 10.]","1D array of flags identifying how layers are specified in the yaml. 1) all around (skin, paint, ) 2) offset+rotation twist+width (spar caps) 3) offset+user defined rotation+width 4) midpoint TE+width (TE reinf) 5) midpoint LE+width (LE reinf) 6) layer position fixed to other layer (core fillers) 7) start and width 8) end and width 9) start and end nd 10) web layer"
rotorse.re.precomp.mat_name,input,n/a,"['Gelcoat', 'Adhesive', 'glass_uni', 'carbon_uni_industry_baseline', 'glass_biax', 'glass_triax', 'medium_density_foam', 'resin', 'steel', 'joint_insert']",1D array of names of materials.
rotorse.re.precomp.orth,input,n/a,[0. 0. 1. 1. 1. 1. 0. 0. 0. 0.],1D array of flags to set whether a material is isotropic (0) or orthtropic (1). Each entry represents a material.
rotorse.wt_class.V_mean_overwrite,input,,[0.],
rotorse.wt_class.V_extreme50_overwrite,input,,[0.],
rotorse.wt_class.turbine_class,input,n/a,III,
towerse.member.ca_usr_grid,input,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.member.cd_usr_grid,input,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],
towerse.rho_water,input,kg/m**3,[0.],
towerse.member.s_ghost1,input,,[0.],
towerse.member.s_ghost2,input,,[1.],
towerse.member.s_const1,input,,[0.],
towerse.member.s_const2,input,,[0.],
towerse.tower_layer_thickness,input,m,"[[0.06515525 0.05866464 0.05197538 0.04607753 0.04094533 0.03582223
  0.03074005 0.02575014 0.02129438 0.01803766 0.01803766]]",
towerse.tower_outer_diameter_in,input,m,"[6.         6.         6.         6.         6.         6.
 6.         6.         6.         5.89079213 5.53032592]",
towerse.E_mat,input,Pa,"[[3.44000e+09 3.44000e+09 3.44000e+09]
 [4.56000e+06 4.56000e+06 4.56000e+06]
 [4.37000e+10 1.65000e+10 1.54500e+10]
 [1.57599e+11 9.10000e+09 9.10000e+09]
 [1.10231e+10 1.10231e+10 1.60477e+10]
 [2.82114e+10 1.62388e+10 1.58355e+10]
 [1.42500e+08 1.42500e+08 1.42500e+08]
 [1.00000e+06 1.00000e+06 1.00000e+06]
 [2.00000e+11 2.00000e+11 2.00000e+11]
 [2.10000e+11 2.10000e+11 2.10000e+11]]",
towerse.E_user,input,Pa,[0.],
towerse.G_mat,input,Pa,"[[1.32300e+09 1.32300e+09 1.32300e+09]
 [1.45000e+06 1.45000e+06 1.45000e+06]
 [3.26500e+09 3.49500e+09 3.48000e+09]
 [4.13100e+09 4.13100e+09 2.68900e+09]
 [1.32314e+10 3.48748e+09 3.48748e+09]
 [8.24822e+09 3.49124e+09 3.49124e+09]
 [5.40000e+10 5.40000e+10 5.40000e+10]
 [3.12500e+05 3.12500e+05 3.12500e+05]
 [7.93000e+10 7.93000e+10 7.93000e+10]
 [8.39000e+10 8.39000e+10 8.39000e+10]]",
towerse.sigma_y_mat,input,Pa,"[0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00 0.00e+00
 3.45e+08 1.65e+09]",
towerse.sigma_ult_mat,input,Pa,"[[0.0000e+00 0.0000e+00 0.0000e+00]
 [6.1510e+07 6.1510e+07 6.1510e+07]
 [6.4023e+08 3.8100e+07 0.0000e+00]
 [1.2852e+09 3.8100e+07 0.0000e+00]
 [4.6210e+07 4.6210e+07 4.6210e+07]
 [4.3563e+08 7.6440e+07 0.0000e+00]
 [2.0830e+06 2.0830e+06 2.0830e+06]
 [0.0000e+00 0.0000e+00 0.0000e+00]
 [4.5000e+08 4.5000e+08 4.5000e+08]
 [1.7900e+09 1.7900e+09 1.7900e+09]]",
towerse.wohler_exp_mat,input,,[ 1.   1.  10.  16.1 10.  10.   1.   1.   3.   1. ],
towerse.wohler_A_mat,input,,"[0.00000000e+00 6.53600000e+07 6.40230000e+08 1.28520000e+09
 7.06900000e+07 4.35630000e+08 2.08300000e+06 0.00000000e+00
 3.55346484e+10 1.79000000e+09]",
towerse.rho_mat,input,kg/m**3,[1235. 1100. 1940. 1600. 1940. 1940.  130. 1150. 7800. 7800.],
towerse.unit_cost_mat,input,USD/kg,[ 7.23  7.23  1.87 20.08  3.    2.86 13.    3.63  0.7   2.  ],
towerse.outfitting_factor_in,input,,[1.07],
towerse.tower_layer_materials,input,n/a,['steel'],
towerse.member.ballast_materials,input,n/a,[],
towerse.material_names,input,n/a,"['Gelcoat', 'Adhesive', 'glass_uni', 'carbon_uni_industry_baseline', 'glass_biax', 'glass_triax', 'medium_density_foam', 'resin', 'steel', 'joint_insert']",
towerse.labor_cost_rate,input,USD/min,[0.98],
towerse.painting_cost_rate,input,USD/m**2,[30.],
af_3d.aoa,input,rad,"[-3.14159265 -3.08923278 -3.0368729  -2.98451302 -2.93215314 -2.87979327
 -2.82743339 -2.77507351 -2.72271363 -2.67035376 -2.61799388 -2.565634
 -2.51327412 -2.46091425 -2.40855437 -2.35619449 -2.30383461 -2.25147474
 -2.19911486 -2.14675498 -2.0943951  -2.04203522 -1.98967535 -1.93731547
 -1.88495559 -1.83259571 -1.78023584 -1.72787596 -1.67551608 -1.6231562
 -1.57079633 -1.51843645 -1.46607657 -1.41371669 -1.36135682 -1.30899694
 -1.25663706 -1.20427718 -1.15191731 -1.09955743 -1.04719755 -0.99483767
 -0.9424778  -0.89011792 -0.83775804 -0.78539816 -0.73303829 -0.68067841
 -0.62831853 -0.57595865 -0.52359878 -0.51302102 -0.50244327 -0.49186552
 -0.48128776 -0.47071001 -0.46013226 -0.4495545  -0.43897675 -0.428399
 -0.41782125 -0.40724349 -0.39666574 -0.38608799 -0.37551023 -0.36493248
 -0.35435473 -0.34377697 -0.33319922 -0.32262147 -0.31204371 -0.30146596
 -0.29088821 -0.28031046 -0.2697327  -0.25915495 -0.2485772  -0.23799944
 -0.22742169 -0.21684394 -0.20626618 -0.19568843 -0.18511068 -0.17453293
 -0.16395517 -0.15337742 -0.14279967 -0.13222191 -0.12164416 -0.11106641
 -0.10048865 -0.0899109  -0.07933315 -0.06875539 -0.05817764 -0.04759989
 -0.03702214 -0.02644438 -0.01586663 -0.00528888  0.00528888  0.01586663
  0.02644438  0.03702214  0.04759989  0.05817764  0.06875539  0.07933315
  0.0899109   0.10048865  0.11106641  0.12164416  0.13222191  0.14279967
  0.15337742  0.16395517  0.17453293  0.18511068  0.19568843  0.20626618
  0.21684394  0.22742169  0.23799944  0.2485772   0.25915495  0.2697327
  0.28031046  0.29088821  0.30146596  0.31204371  0.32262147  0.33319922
  0.34377697  0.35435473  0.36493248  0.37551023  0.38608799  0.39666574
  0.40724349  0.41782125  0.428399    0.43897675  0.4495545   0.46013226
  0.47071001  0.48128776  0.49186552  0.50244327  0.51302102  0.52359878
  0.57595865  0.62831853  0.68067841  0.73303829  0.78539816  0.83775804
  0.89011792  0.9424778   0.99483767  1.04719755  1.09955743  1.15191731
  1.20427718  1.25663706  1.30899694  1.36135682  1.41371669  1.46607657
  1.51843645  1.57079633  1.6231562   1.67551608  1.72787596  1.78023584
  1.83259571  1.88495559  1.93731547  1.98967535  2.04203522  2.0943951
  2.14675498  2.19911486  2.25147474  2.30383461  2.35619449  2.40855437
  2.46091425  2.51327412  2.565634    2.61799388  2.67035376  2.72271363
  2.77507351  2.82743339  2.87979327  2.93215314  2.98451302  3.0368729
  3.08923278  3.14159265]",1D array of the angles of attack used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
af_3d.Re,input,,[ 3000000.  5280000.  6000000.  9000000. 12000000.],1D array of the Reynolds numbers used to define the polars of the airfoils. All airfoils defined in openmdao share this grid.
af_3d.rated_TSR,input,,[10.5],Constant tip speed ratio in region II.
blade.compute_reynolds.rho,input,kg/m**3,[1.225],
blade.compute_reynolds.mu,input,kg/m/s,[1.81e-05],Dynamic viscosity of air
blade.compute_reynolds.maxOmega,input,rad/s,[2.],Maximum allowed rotor speed.
blade.compute_reynolds.max_TS,input,m/s,[85.],Maximum allowed blade tip speed.
blade.compute_reynolds.V_out,input,m/s,[25.],Cut out wind speed. This is the wind speed where region III ends.
blade.high_level_blade_props.rotor_diameter_user,input,m,[205.99253562],Diameter of the rotor specified by the user. It is defined as two times the blade length plus the hub diameter.
blade.internal_structure_2d_fem.web_rotation_yaml,output,rad,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the rotation angle of the shear webs in respect to the chord line. The first dimension represents each shear web, the second dimension represents each entry along blade span. If the rotation is equal to negative twist +- a constant, then the web is built straight."
blade.internal_structure_2d_fem.web_offset_y_pa_yaml,output,m,"[[ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -1.15000000e+00
  -1.14866374e+00 -1.14462435e+00 -1.13783587e+00 -1.12825239e+00
  -1.11582796e+00 -1.10051665e+00 -1.08227253e+00 -1.06104965e+00
  -1.03680208e+00 -1.00948389e+00 -9.79049142e-01 -9.45451897e-01
  -9.08646222e-01 -8.68586181e-01 -8.25225838e-01 -7.78519258e-01
  -7.12722539e-01 -6.74883645e-01 -6.17862740e-01 -5.57311856e-01
  -4.93185057e-01 -4.25436408e-01 -3.54019972e-01 -2.78889815e-01
  -2.00000000e-01  4.16333634e-17]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 -4.50000000e-01
  -4.46963200e-01 -4.38185600e-01 -4.24166400e-01 -4.05404800e-01
  -3.82400000e-01 -3.55651200e-01 -3.25657600e-01 -2.92918400e-01
  -2.57932800e-01 -2.21200000e-01 -1.83219200e-01 -1.44489600e-01
  -1.05510400e-01 -6.67808000e-02 -2.88000000e-02  7.93280000e-03
   5.29987456e-02  7.56576000e-02  1.05651200e-01  1.32400000e-01
   1.55404800e-01  1.74166400e-01  1.88185600e-01  1.96963200e-01
   2.00000000e-01  2.77555756e-17]]","2D array of the offset along the y axis to set the position of the shear webs. Positive values move the web towards the trailing edge, negative values towards the leading edge. The first dimension represents each shear web, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.web_start_nd_yaml,output,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the non-dimensional start point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.web_end_nd_yaml,output,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0.]]","2D array of the non-dimensional end point defined along the outer profile of a web. The TE suction side is 0, the TE pressure side is 1. The first dimension represents each web, the second dimension represents each entry along blade span."
blade.internal_structure_2d_fem.layer_web,output,,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 1. 2. 2. 2.],"1D array of the web id the layer is associated to. If the layer is on the outer profile, this entry can simply stay equal to zero."
